symptom,disease
"I've been experiencing swollen area, severe itching, also honey-colored crust for a while now.",impetigo
"I feel puffiness, blisters, also skin irritation recently.",impetigo
"I wanted to tell you about skin irritation, blisters, honey-colored crust and red sores.",impetigo
"I keep having my body looks swollen, itchy skin, red sores, skin irritation and blisters.",impetigo
"I've been experiencing blisters, skin irritation, severe itching and red sores and I'm worried.",impetigo
"I feel honey-colored crust, skin irritation and blisters.",impetigo
"I wanted to tell you about honey-colored crust, also severe itching since a few days.",impetigo
"I feel honey-colored crust, blisters, severe itching and visible swelling since a few days.",impetigo
"I've been dealing with blisters, severe itching, visible swelling and honey-colored crust and I don't know what to do.",impetigo
"Been having blisters, visible swelling, honey-colored crust and can't stop itching.",impetigo
Lately I've been dealing with blisters combined with constant scratching and I'm worried.,impetigo
"Been having blisters, constant scratching, honey-colored crust and puffiness recently.",impetigo
I feel blisters combined with swollen area.,impetigo
Lately I've had honey-colored crust and swollen area.,impetigo
"These days I've been having honey-colored crust, visible swelling, blisters and can't stop itching and I don't know what to do.",impetigo
I've been experiencing blisters and honey-colored crust for a while now.,impetigo
"Lately I've had can't pass stool, frequent bathroom trips, mucus in stool and cramping.",irritable bowel syndrome
"I feel can't go to the bathroom, loose watery stools, bloating and mucus in stool.",irritable bowel syndrome
"I've been going through trouble in the bathroom, bloating and cramping for a while now.",irritable bowel syndrome
"I've been experiencing mucus in stool, bloating, frequent bathroom trips, trouble in the bathroom plus cramping.",irritable bowel syndrome
"I'm suffering from loose watery stools, cramping, bloating and can't go to the bathroom for a while now.",irritable bowel syndrome
"Doctor, I'm dealing with runny stomach and gut pain.",irritable bowel syndrome
Lately I've had bloating along with mucus in stool since a few days.,irritable bowel syndrome
I have frequent bathroom trips along with bloating for a while now.,irritable bowel syndrome
"I feel bloating, trouble in the bathroom, also frequent bathroom trips and it's getting worse.",irritable bowel syndrome
I feel bloating combined with watery movements since a few days.,irritable bowel syndrome
"I keep experiencing kinda frequent bathroom trips, pain in my belly combined with gas.",irritable bowel syndrome
"Recently I've been dealing with cramping, runny stomach plus pain in my belly and I'm worried.",irritable bowel syndrome
"I keep noticing watery movements, pain in my belly as well as gas.",irritable bowel syndrome
"I've been experiencing cramping, tummy ache, gas and frequent bathroom trips for a while now.",irritable bowel syndrome
"I keep having gut pain, runny stomach, cramping and gas for a while now.",irritable bowel syndrome
"I feel mucus in stool, gut pain and hard stools for a while now.",irritable bowel syndrome
"I've been experiencing trouble in the bathroom, cramping, mucus in stool nd stomach cramps since a few days.",irritable bowel syndrome
"I'm struggling with cramping, tummy ache, can't pass stool and mucus in stool and I'm worried.",irritable bowel syndrome
"Recently I've been having cramping, gut pain, frequent bathroom trips and mucus in stool.",irritable bowel syndrome
"Recently I've been having can't go to the bathroom, runny stomach and mucus in stool.",irritable bowel syndrome
"I keep feeling stomach cramps, can't pass stool, cramping, loose watery stools and gas since a few days.",irritable bowel syndrome
"I wanted to tell you about can't pass stool, stomach cramps, gas, frequent bathroom trips and also cramping recently.",irritable bowel syndrome
"Doctor, I'm dealing with can't go to the bathroom, pain in my belly, cramping, runny stomach and gas for a while now.",irritable bowel syndrome
"I've been dealing with cramping, trouble in the bathroom combined with gut pain recently.",irritable bowel syndrome
"My problem is frequent bathroom trips, hard stools, gas, pain in my belly and cramping and I don't know what to do.",irritable bowel syndrome
"I've been experiencing gut pain, lost my appetite, feeling sick to my stomach, yellow eyes, low energy, my pee looks dark and yellowing of skin and I'm worried.",jaundice
"I'm suffering from feeling sick to my stomach, tummy ache, not feeling hungry at all and yellow eyes for a while now.",jaundice
"I have yellowing of skin, gut pain, queasiness, my pee looks dark and yellow eyes.",jaundice
"Doctor, I've been having feels like stomach cramps, feeling completely worn out, my pee looks dark, yellowing of skin, the urge to vomit and yellow eyes recently.",jaundice
"I've been dealing with can't eat properly, the urge to vomit, gut pain and my pee looks dark and I don't know what to do.",jaundice
"I'm suffering from yellow eyes, stomach cramps, yellowing of skin, my pee looks dark, tiredness and the urge to vomit since a few days.",jaundice
"I feel always tired, yellow eyes, yellowing of skin, stomach cramps, can't eat properly plus the urge to vomit.",jaundice
"Been having not feelin hungry at all, pain in my belly, yellow eyes, my pee looks dark plus always tired recently.",jaundice
"Recently I've started having stomach cramps, yellowing of skin, not feeling hungry at all and yellow eyes since a few days.",jaundice
"I'm suffering from upset stomach, yellow eyes, tiredness, can't eat properly, brown colored urine, yellowing of skin and stomach cramps for a while now.",jaundice
"I've been experiencing brown colored urine, low energy and not feeling hungry at all recently.",jaundice
"I've been experiencing urine is really dark, feeling completely worn out, not feeling hungry at all and yellowing of skin and it's getting worse.",jaundice
"Doctor, I'm dealing with not feeling hungry at all, urine is really dark, yellowing of skin and exhaustion since a few days.",jaundice
"I keep having urine is really dark, yellowing of skin, can't eat properly and low energy and I'm worried.",jaundice
"Recently I've been having urine is really dark, yellowing of skin, low energy and can't eat properly.",jaundice
"Recently I've been having yellowing of skin, feeling drained and urine is really dark and I don't know what to do.",jaundice
"Lately I've had brown colored urine, yellowing of skin, always tired and can't eat properly and I don't know what to do.",jaundice
"I feel yellowing of skin, lost my appetite, also urine is really dark since a few days.",jaundice
"I have urine is really dark, no desire to eat, low energy n yellowing of skin and I'm worried.",jaundice
"I keep experiencing brown colored urine, lost my appetite and feeling completely worn out since a few days.",jaundice
"I feel brown colored urine, yellow eyes, yellowing of skin and tiredness and it's getting worse.",jaundice
The issue I'm facing is my pee looks dark and exhaustion recently.,jaundice
I keep having my pee looks dark along with yellow eyes and it's getting worse.,jaundice
"Been having urine is really dark, low energy combined with no desire to eat.",jaundice
"Recently I've been experiencing no desire to eat, feeling completely worn out, also urine is really dark.",jaundice
"I feel yellow eyes, yellowing of skin and lost my appetite and I don't know what to do.",jaundice
